text,positive_score,negative_score,neutral_score
"This is somewhat limited in time so you don't see everything, but it is well worth the $12 for the entire group if you are limited in movement.",0.5353001,0.025954152,0.43874577
Absolutely huge place.,0.89332473,0.020843672,0.08583154
Very impressive.,0.951097,0.012031319,0.036871713
"Most buildings are very well kept, with a programme of restoration that appears to be on-going.",0.9049621,0.006638307,0.08839954
"We consider ourselves 'average tourists', but even so were glad to have had a second day to take everything in.",0.77454937,0.012210602,0.21324009
"Only regret is that we paid for an electric vehicle to take us around - agreed on a time (45 minutes, or whatever) and the lady driver tried to get rid of us LONG before our time slot was up, which was regrettable.",0.008635289,0.869531,0.12183374
"It might also be worth knowing that we saw various kinds of rodents (believed to be rats), both in and near several toilet blocks and very close to a coffee shop.",0.0810902,0.0531205,0.8657893
"Having said that, we did NOT feel that hygiene was in any way compromised - I only mention this here, because I saw one or two people who were taken by surprise and appeared shocked....",0.14956929,0.25657728,0.5938534
A beautiful remainder of the days.,0.98060864,0.005705799,0.013685544
"In process of a controversial restoration as elements are not true to the original buildings; however,it depends on ones perspective.",0.025885971,0.23085575,0.74325824
The architecture is wonderful and the buildings about the site are worth a visit.,0.986453,0.0029866083,0.010560406
"Be careful when walking about, of the minibuses that speed between the compounds.",0.08861226,0.05858273,0.852805
Nice gardens too,0.92683196,0.0149730025,0.058195062
My wife and I took a cyclo tour which gave us the opportunity to cover a lot of ground that we would not have been able to do and much less seen.,0.8040288,0.016077988,0.17989324
One inclusion was the house of Uncle Ho's mothers house.,0.10668209,0.013608108,0.8797098
This is a large site.,0.20505102,0.12077757,0.6741714
"We got a bit of an introduction from our guide, then given 20 minutes to ourselves.",0.15749352,0.005401965,0.83710456
This was nearly long enough!,0.7276736,0.021077259,0.25124916
"We dashed around as much as we could, but the buildings are interesting and extensive, and you need time to wander around.",0.93341553,0.004477722,0.062106717
There is a dress code to enter the main building.,0.060593687,0.012329536,0.9270768
"We did Hue on a day trip from our cruise ship berthed in Da Nang, so this was about a 2.5 hour drive to Hue, and then back again.",0.06961845,0.009367153,0.92101437
It was worth the long drive.,0.9518844,0.005392445,0.042723168
We would have liked more time at the Citadel and some of the Royal Tombs.,0.19265904,0.10246966,0.70487124
We came here on tour and glad we did that with tour guide.,0.8991104,0.0059452564,0.09494433
So much history about this site and about Vietnam too.,0.2798058,0.03643112,0.683763
Only sad thing is this was ruined a lot during War time.,0.005469186,0.9155046,0.07902623
Would be very nice after restoration.,0.9380847,0.0051380107,0.056777243
It is a huge area and we walked for half the day around many old buildings.,0.6759529,0.008797852,0.31524926
It was stunning and still very much being excavated as we found pieces of pottery all over the grounds.,0.9411524,0.006828643,0.052018937
You feel as though you have walked in right after they have evacuated.,0.10578666,0.02819469,0.86601865
Beautiful citadel.,0.9662654,0.01017576,0.02355885
We took most of a day walking slowly around the entire complex.,0.12539482,0.0072907982,0.86731446
Take a guide-book: a guided tour isn't necessary and then you can take your time.,0.22478591,0.06512427,0.71008986
Although there are many tourists it doesn't feel crowded and it is all flat and walkable although 'golf cart' electric transportstion within is available.,0.63265175,0.011691575,0.35565668
Buy the combo ticket is you also intend to visit the Tombs outside Hue - cheaper.,0.3068053,0.009545355,0.6836493
There is a small cafe serving ice-cream and drinks but we didn't discover any other food sources.,0.1330051,0.034357086,0.8326377
"A fascinating place and worth allowing 3-4 hrs, maybe more.",0.96689624,0.0037427011,0.029361028
"An amazing insight into what life was like, you truly feel like you are in another place.",0.9231311,0.0125294505,0.06433939
"The architecture was interesting, the signage was informative & lovely colourful gates were scattered throughout.",0.9780117,0.003862171,0.018126132
Definitely feed the fish - they are huge and love to be fed!!,0.9747107,0.0044321786,0.020857112
"Unfortunately there was quite a lot of construction, otherwise I would have rated a 5.",0.010899918,0.8520392,0.13706093
Most of the building are destroyed after war.,0.008981721,0.84267545,0.1483428
It is huge and you need to walk a lot to explore.,0.51963186,0.042505205,0.43786293
I asked for a local tour guide there but she I didn't much information from her.,0.019398531,0.32518852,0.655413
The tour guide did not explain well like what I have experienced before and need to see the notes most of time.,0.0077101304,0.87452835,0.117761545
It was chilly.,0.17974289,0.1455507,0.6747064
A sensation I’m unaccustomed to in Southeast Asia.,0.047072764,0.27379692,0.6791303
The rain kept The hoards Away.,0.1542935,0.0908906,0.7548159
There will be hoards.,0.048135515,0.36883456,0.58302987
"We got some very beautiful times in solitude, the ghosts of splendor whispering over our shoulders.",0.9633991,0.005510577,0.03109026
"The vast courtyards, the fading Gold, the charming mosaics and the endless colonnades with illuminating exhibits... we felt the echoes of a noble empire destroyed by egalitarianism drunk on power.",0.11941936,0.45924264,0.421338
"My recommendation: Go, with an umbrella and a good camera.",0.8772738,0.005175429,0.11755076
It worked for me.,0.827051,0.011145203,0.1618038
Haunting and impressive.,0.8987611,0.014025976,0.08721299
A delicious combination...,0.94637114,0.012209355,0.041419547
Try feeding the fish - they will go crazy (the fish food costs 5000VND)!,0.3533579,0.21253724,0.4341048
Dress code required to visit the temples: cover your shoulders and knees!,0.13122784,0.041196823,0.8275753
We arrived early via cab and purchased a four Temple/Tomb pass which was good value and kept us committed throughout the day with seeing all four sites.,0.86463344,0.0029441554,0.13242237
Would recommend a guide if you're keen to delve into the history and maximise the visit.,0.87216413,0.0057828343,0.12205307
Easy to walk around the different parts of the city and appreciate both the architecture and history of the Imperial City.,0.8463522,0.0032516024,0.15039615
We had a rainy day and found easy still to move around without too many problems.,0.73918927,0.0257334,0.23507735
"A couple of tips:-

*If damp, worth having solid shoes as many parts of the city have very slippery tiles and easy to loose your footing.",0.15037578,0.25572595,0.59389824
*Respect the city and remove your hat when entering religious sites (it's signposted) but incredible how many tourists failed to show this courtesy.,0.06520523,0.46931225,0.46548253
"*When coming out of the city, there are huge banks of taxis and touts shouting for your business.",0.106720135,0.19226338,0.7010165
"To avoid being ripped off, select your cab by confirming a meter arrangement and well presented car/driver.",0.14539805,0.0886324,0.7659696
We found a lovely quiet gentleman (Linh) who ended up driving up for the rest of the afternoon.,0.9289397,0.0030203096,0.06804002
A good and interesting day trip to the Imperial City.,0.98214805,0.0017568419,0.016095087
Never know that Hue has an imperial city until my visit to Central Vietnam in December last year.,0.0941046,0.109442666,0.7964527
An interesting site to learn and see the history of the Nguyen dynasty.,0.8688045,0.004480247,0.12671529
"However, there are some renovations going on and one may not be able to see the whole city in one day.",0.024781348,0.50564516,0.46957353
This is the main attraction in Hue.,0.8167119,0.0040719514,0.17921616
There is very little signage so if you are planning on visiting and don't like the idea of a guide then go prepared.,0.018744644,0.6633455,0.31790987
I found a self guided tour of the citadel on line.,0.16921711,0.008494255,0.82228875
It recommended 8 things to see and gave a little bit of info about each one.,0.14201424,0.0075466833,0.85043913
We followed this and it made the trip more enjoyable.,0.963871,0.0022511166,0.033877924
"Without it, I think we would have missed areas.",0.04724807,0.43728,0.51547194
It is a big place!,0.8983784,0.005782218,0.09583941
"Good tourist place to go, there are a lot of tour groups in many different languages.",0.94502884,0.00376534,0.051205788
Might be worth while joining one.,0.6986085,0.0073256316,0.2940659
This place is very large and is a full day of walking and seeing the whole place.,0.7392022,0.0060988492,0.2546989
The place was badly damaged in the American war and is been re-build over time but well worth a visit,0.3765179,0.18827873,0.43520334
Impressive and beautiful!,0.9774785,0.0067762537,0.01574531
Well kept.,0.7050401,0.040838152,0.2541217
I was pleasantly surprise to see how reasonable the prices in the curioshops were.,0.8657147,0.013622241,0.12066302
